url,doc_id,title,audience,category,language,document_version,license_or_permission
https://help.shopee.vn/portal/4/article/77246
https://help.shopee.vn/portal/4/article/77250
https://help.shopee.vn/portal/4/article/77251
https://help.shopee.vn/portal/4/article/77262
https://help.shopee.vn/portal/4/article/77245
https://help.shopee.vn/portal/4/article/77265
https://help.shopee.vn/portal/4/article/77243
